instant_x,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,hr_formated,instant_y,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y,temp_category
1582,2011-03-11,Spring,2011,March,9,False,Friday,True,Mist/Cloudy,12.299999999999999,14.395,61.0,19.0012,13,143,156,09:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1583,2011-03-11,Spring,2011,March,10,False,Friday,True,Mist/Cloudy,13.120000000000001,15.15,56.99999999999999,19.999499999999998,18,60,78,10:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1584,2011-03-11,Spring,2011,March,11,False,Friday,True,Mist/Cloudy,13.120000000000001,15.15,56.99999999999999,19.999499999999998,14,67,81,11:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1585,2011-03-11,Spring,2011,March,12,False,Friday,True,Mist/Cloudy,13.940000000000001,15.909999999999998,53.0,16.997899999999998,15,96,111,12:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1586,2011-03-11,Spring,2011,March,13,False,Friday,True,Clear,14.76,16.665,53.0,16.997899999999998,15,92,107,13:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1587,2011-03-11,Spring,2011,March,14,False,Friday,True,Mist/Cloudy,14.76,16.665,50.0,23.9994,25,64,89,14:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1588,2011-03-11,Spring,2011,March,15,False,Friday,True,Mist/Cloudy,13.940000000000001,15.909999999999998,53.0,16.997899999999998,21,64,85,15:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1589,2011-03-11,Spring,2011,March,16,False,Friday,True,Mist/Cloudy,13.940000000000001,15.15,49.0,19.999499999999998,18,95,113,16:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1590,2011-03-11,Spring,2011,March,17,False,Friday,True,Clear,13.940000000000001,15.909999999999998,49.0,15.001299999999999,23,200,223,17:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1591,2011-03-11,Spring,2011,March,18,False,Friday,True,Clear,13.120000000000001,15.15,49.0,22.0028,19,134,153,18:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1592,2011-03-11,Spring,2011,March,19,False,Friday,True,Clear,12.299999999999999,13.635,56.00000000000001,22.0028,7,111,118,19:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1593,2011-03-11,Spring,2011,March,20,False,Friday,True,Clear,12.299999999999999,15.15,56.00000000000001,11.0014,6,70,76,20:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1594,2011-03-11,Spring,2011,March,21,False,Friday,True,Mist/Cloudy,12.299999999999999,14.395,52.0,16.997899999999998,10,43,53,21:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1595,2011-03-11,Spring,2011,March,22,False,Friday,True,Clear,12.299999999999999,15.15,52.0,11.0014,11,53,64,22:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1596,2011-03-11,Spring,2011,March,23,False,Friday,True,Clear,12.299999999999999,14.395,52.0,16.997899999999998,3,34,37,23:00,70,Spring,2011,March,False,Friday,True,Mist/Cloudy,12.977402000000001,15.25,64.95649999999999,15.60899,247,1730,1977,dingin
1597,2011-03-12,Spring,2011,March,0,False,Saturday,False,Clear,10.66,13.635,60.0,8.9981,4,30,34,00:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1598,2011-03-12,Spring,2011,March,1,False,Saturday,False,Clear,9.84,11.365,65.0,12.998000000000001,3,15,18,01:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1599,2011-03-12,Spring,2011,March,2,False,Saturday,False,Clear,9.84,11.365,65.0,12.998000000000001,0,14,14,02:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1600,2011-03-12,Spring,2011,March,3,False,Saturday,False,Clear,9.84,11.365,65.0,16.997899999999998,1,6,7,03:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1601,2011-03-12,Spring,2011,March,4,False,Saturday,False,Clear,9.84,11.365,65.0,16.997899999999998,0,1,1,04:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1602,2011-03-12,Spring,2011,March,5,False,Saturday,False,Clear,9.02,11.365,69.0,12.998000000000001,0,2,2,05:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1603,2011-03-12,Spring,2011,March,6,False,Saturday,False,Clear,9.02,10.605,75.0,16.997899999999998,2,2,4,06:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1604,2011-03-12,Spring,2011,March,7,False,Saturday,False,Clear,9.84,11.365,70.0,12.998000000000001,4,19,23,07:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1605,2011-03-12,Spring,2011,March,8,False,Saturday,False,Clear,10.66,12.879999999999999,65.0,11.0014,9,44,53,08:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1606,2011-03-12,Spring,2011,March,9,False,Saturday,False,Clear,11.48,14.395,65.0,7.0015,25,76,101,09:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1607,2011-03-12,Spring,2011,March,10,False,Saturday,False,Clear,13.120000000000001,15.15,66.0,15.001299999999999,21,78,99,10:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1608,2011-03-12,Spring,2011,March,11,False,Saturday,False,Clear,13.940000000000001,15.15,49.0,22.0028,36,83,119,11:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1609,2011-03-12,Spring,2011,March,12,False,Saturday,False,Clear,13.940000000000001,15.909999999999998,53.0,19.0012,51,107,158,12:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1610,2011-03-12,Spring,2011,March,13,False,Saturday,False,Clear,14.76,16.665,51.0,23.9994,62,95,157,13:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1611,2011-03-12,Spring,2011,March,14,False,Saturday,False,Clear,16.400000000000002,20.455000000000002,50.0,30.002599999999997,70,96,166,14:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1612,2011-03-12,Spring,2011,March,15,False,Saturday,False,Clear,17.22,21.21,44.0,32.9975,81,101,182,15:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1613,2011-03-12,Spring,2011,March,16,False,Saturday,False,Clear,18.86,22.725,41.0,30.002599999999997,100,144,244,16:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1614,2011-03-12,Spring,2011,March,17,False,Saturday,False,Clear,18.86,22.725,44.0,22.0028,99,114,213,17:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1615,2011-03-12,Spring,2011,March,18,False,Saturday,False,Clear,17.22,21.21,54.0,11.0014,54,91,145,18:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1616,2011-03-12,Spring,2011,March,19,False,Saturday,False,Clear,17.22,21.21,54.0,6.0032,26,86,112,19:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1617,2011-03-12,Spring,2011,March,20,False,Saturday,False,Clear,16.400000000000002,20.455000000000002,57.99999999999999,7.0015,22,64,86,20:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1618,2011-03-12,Spring,2011,March,21,False,Saturday,False,Clear,15.58,19.695,62.0,0.0,36,46,82,21:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1619,2011-03-12,Spring,2011,March,22,False,Saturday,False,Clear,14.76,18.94,71.0,0.0,7,56,63,22:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1620,2011-03-12,Spring,2011,March,23,False,Saturday,False,Clear,15.58,19.695,66.0,6.0032,11,38,49,23:00,71,Spring,2011,March,False,Saturday,False,Clear,13.495847,16.287499999999998,59.458299999999994,14.791924999999999,724,1408,2132,Sejuk
1621,2011-03-13,Spring,2011,March,0,False,Sunday,False,Clear,15.58,19.695,62.0,7.0015,3,35,38,00:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1622,2011-03-13,Spring,2011,March,1,False,Sunday,False,Clear,14.76,17.424999999999997,66.0,8.9981,10,23,33,01:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1623,2011-03-13,Spring,2011,March,3,False,Sunday,False,Clear,13.940000000000001,16.665,76.0,8.9981,6,17,23,03:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1624,2011-03-13,Spring,2011,March,4,False,Sunday,False,Clear,13.940000000000001,16.665,66.0,11.0014,4,9,13,04:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1625,2011-03-13,Spring,2011,March,5,False,Sunday,False,Clear,14.76,17.424999999999997,62.0,8.9981,0,3,3,05:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1626,2011-03-13,Spring,2011,March,6,False,Sunday,False,Clear,13.940000000000001,18.18,66.0,0.0,0,2,2,06:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1627,2011-03-13,Spring,2011,March,7,False,Sunday,False,Clear,14.76,17.424999999999997,62.0,12.998000000000001,2,8,10,07:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1628,2011-03-13,Spring,2011,March,8,False,Sunday,False,Clear,16.400000000000002,20.455000000000002,50.0,19.999499999999998,11,23,34,08:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1629,2011-03-13,Spring,2011,March,9,False,Sunday,False,Clear,16.400000000000002,20.455000000000002,50.0,27.999299999999998,8,36,44,09:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1630,2011-03-13,Spring,2011,March,10,False,Sunday,False,Clear,17.22,21.21,47.0,16.997899999999998,36,86,122,10:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1631,2011-03-13,Spring,2011,March,11,False,Sunday,False,Clear,18.04,21.97,41.0,27.999299999999998,88,93,181,11:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1632,2011-03-13,Spring,2011,March,12,False,Sunday,False,Clear,18.86,22.725,38.0,26.0027,74,120,194,12:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1633,2011-03-13,Spring,2011,March,13,False,Sunday,False,Clear,18.86,22.725,38.0,26.0027,97,124,221,13:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1634,2011-03-13,Spring,2011,March,14,False,Sunday,False,Clear,18.86,22.725,41.0,19.999499999999998,144,106,250,14:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1635,2011-03-13,Spring,2011,March,15,False,Sunday,False,Clear,19.68,23.485,39.0,22.0028,149,155,304,15:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1636,2011-03-13,Spring,2011,March,16,False,Sunday,False,Clear,18.86,22.725,41.0,26.0027,124,132,256,16:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1637,2011-03-13,Spring,2011,March,17,False,Sunday,False,Clear,18.04,21.97,41.0,23.9994,98,143,241,17:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1638,2011-03-13,Spring,2011,March,18,False,Sunday,False,Clear,16.400000000000002,20.455000000000002,43.0,23.9994,55,92,147,18:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1639,2011-03-13,Spring,2011,March,19,False,Sunday,False,Clear,14.76,16.665,50.0,23.9994,28,73,101,19:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1640,2011-03-13,Spring,2011,March,20,False,Sunday,False,Clear,13.120000000000001,15.15,56.99999999999999,19.999499999999998,23,54,77,20:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1641,2011-03-13,Spring,2011,March,21,False,Sunday,False,Clear,12.299999999999999,14.395,56.00000000000001,16.997899999999998,9,49,58,21:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1642,2011-03-13,Spring,2011,March,22,False,Sunday,False,Clear,12.299999999999999,13.635,56.00000000000001,22.0028,8,29,37,22:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1643,2011-03-13,Spring,2011,March,23,False,Sunday,False,Clear,10.66,12.879999999999999,65.0,15.001299999999999,5,23,28,23:00,72,Spring,2011,March,False,Sunday,False,Clear,15.758268000000001,19.004550000000002,52.73910000000001,18.130468,982,1435,2417,Sejuk
1644,2011-03-14,Spring,2011,March,0,False,Monday,True,Clear,10.66,13.635,65.0,7.0015,4,7,11,00:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1645,2011-03-14,Spring,2011,March,1,False,Monday,True,Clear,10.66,14.395,65.0,6.0032,0,1,1,01:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1646,2011-03-14,Spring,2011,March,2,False,Monday,True,Clear,10.66,14.395,65.0,6.0032,0,1,1,02:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1647,2011-03-14,Spring,2011,March,3,False,Monday,True,Clear,10.66,13.635,65.0,8.9981,0,3,3,03:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1648,2011-03-14,Spring,2011,March,5,False,Monday,True,Clear,9.84,12.120000000000001,70.0,8.9981,0,8,8,05:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1649,2011-03-14,Spring,2011,March,6,False,Monday,True,Clear,10.66,13.635,65.0,8.9981,1,27,28,06:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1650,2011-03-14,Spring,2011,March,7,False,Monday,True,Mist/Cloudy,11.48,15.909999999999998,61.0,0.0,4,84,88,07:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1651,2011-03-14,Spring,2011,March,8,False,Monday,True,Mist/Cloudy,12.299999999999999,15.15,56.00000000000001,8.9981,24,217,241,08:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1652,2011-03-14,Spring,2011,March,9,False,Monday,True,Clear,13.120000000000001,15.15,53.0,22.0028,13,127,140,09:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1653,2011-03-14,Spring,2011,March,10,False,Monday,True,Clear,13.940000000000001,15.909999999999998,42.0,16.997899999999998,27,57,84,10:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1654,2011-03-14,Spring,2011,March,11,False,Monday,True,Clear,14.76,16.665,40.0,16.997899999999998,26,45,71,11:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1655,2011-03-14,Spring,2011,March,12,False,Monday,True,Clear,15.58,19.695,37.0,0.0,40,54,94,12:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1656,2011-03-14,Spring,2011,March,13,False,Monday,True,Clear,15.58,19.695,36.0,22.0028,24,51,75,13:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1657,2011-03-14,Spring,2011,March,14,False,Monday,True,Mist/Cloudy,15.58,19.695,34.0,0.0,27,52,79,14:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1658,2011-03-14,Spring,2011,March,15,False,Monday,True,Clear,15.58,19.695,37.0,11.0014,24,77,101,15:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1659,2011-03-14,Spring,2011,March,16,False,Monday,True,Clear,16.400000000000002,20.455000000000002,35.0,7.0015,27,80,107,16:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1660,2011-03-14,Spring,2011,March,17,False,Monday,True,Clear,15.58,19.695,40.0,12.998000000000001,42,229,271,17:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1661,2011-03-14,Spring,2011,March,18,False,Monday,True,Clear,14.76,18.18,40.0,7.0015,25,210,235,18:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1662,2011-03-14,Spring,2011,March,19,False,Monday,True,Clear,14.76,17.424999999999997,43.0,8.9981,17,133,150,19:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1663,2011-03-14,Spring,2011,March,20,False,Monday,True,Clear,13.940000000000001,15.909999999999998,46.0,15.001299999999999,23,106,129,20:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1664,2011-03-14,Spring,2011,March,21,False,Monday,True,Clear,13.940000000000001,16.665,46.0,8.9981,5,58,63,21:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1665,2011-03-14,Spring,2011,March,22,False,Monday,True,Clear,13.120000000000001,16.665,49.0,7.0015,4,43,47,22:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1666,2011-03-14,Spring,2011,March,23,False,Monday,True,Clear,13.120000000000001,17.424999999999997,53.0,0.0,2,17,19,23:00,73,Spring,2011,March,False,Monday,True,Clear,13.333896999999999,16.6,49.695699999999995,9.174042,359,1687,2046,Sejuk
1667,2011-03-15,Spring,2011,March,0,False,Tuesday,True,Clear,13.120000000000001,17.424999999999997,53.0,0.0,7,7,14,00:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1668,2011-03-15,Spring,2011,March,1,False,Tuesday,True,Clear,12.299999999999999,15.15,62.0,6.0032,4,6,10,01:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1669,2011-03-15,Spring,2011,March,2,False,Tuesday,True,Clear,12.299999999999999,15.15,62.0,6.0032,1,2,3,02:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1670,2011-03-15,Spring,2011,March,4,False,Tuesday,True,Clear,9.84,12.879999999999999,75.0,6.0032,1,1,2,04:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1671,2011-03-15,Spring,2011,March,5,False,Tuesday,True,Clear,9.84,11.365,75.0,12.998000000000001,0,11,11,05:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1672,2011-03-15,Spring,2011,March,6,False,Tuesday,True,Clear,9.02,11.365,80.0,12.998000000000001,3,32,35,06:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1673,2011-03-15,Spring,2011,March,7,False,Tuesday,True,Clear,9.84,12.120000000000001,75.0,11.0014,10,109,119,07:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1674,2011-03-15,Spring,2011,March,8,False,Tuesday,True,Clear,10.66,14.395,70.0,6.0032,23,259,282,08:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1675,2011-03-15,Spring,2011,March,9,False,Tuesday,True,Mist/Cloudy,12.299999999999999,16.665,70.0,0.0,10,147,157,09:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1676,2011-03-15,Spring,2011,March,10,False,Tuesday,True,Mist/Cloudy,13.120000000000001,15.909999999999998,66.0,12.998000000000001,22,56,78,10:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1677,2011-03-15,Spring,2011,March,11,False,Tuesday,True,Mist/Cloudy,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,27,51,78,11:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1678,2011-03-15,Spring,2011,March,12,False,Tuesday,True,Mist/Cloudy,14.76,17.424999999999997,50.0,15.001299999999999,32,70,102,12:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1679,2011-03-15,Spring,2011,March,13,False,Tuesday,True,Mist/Cloudy,14.76,16.665,56.99999999999999,19.0012,23,74,97,13:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1680,2011-03-15,Spring,2011,March,14,False,Tuesday,True,Mist/Cloudy,15.58,19.695,46.0,19.999499999999998,14,74,88,14:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1681,2011-03-15,Spring,2011,March,15,False,Tuesday,True,Mist/Cloudy,15.58,19.695,43.0,19.0012,24,66,90,15:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1682,2011-03-15,Spring,2011,March,16,False,Tuesday,True,Mist/Cloudy,15.58,19.695,46.0,22.0028,21,93,114,16:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1683,2011-03-15,Spring,2011,March,17,False,Tuesday,True,Mist/Cloudy,14.76,17.424999999999997,62.0,12.998000000000001,22,195,217,17:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1684,2011-03-15,Spring,2011,March,18,False,Tuesday,True,Mist/Cloudy,14.76,16.665,62.0,19.999499999999998,18,207,225,18:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
1685,2011-03-15,Spring,2011,March,19,False,Tuesday,True,Mist/Cloudy,13.940000000000001,15.909999999999998,71.0,19.0012,14,138,152,19:00,74,Spring,2011,March,False,Tuesday,True,Mist/Cloudy,13.013031,15.908900000000001,65.5652,12.348703,289,1767,2056,Sejuk
